1,Миле Стевановић,Владо Жарић,0.0
1,Горан Данчејић,Богдан Радаковић,1.0
1,Петар Спасић,Никола Данчејић,1.0
1,Eric Main,Огњен Шобајић,0.0
1,Дејан Суботић,Sagnik Sinha,1.0
1,Nathan Main,Милан Стефановић,0.0
1,Живка Радаковић,Eli Main,1.0
1,Непар,Марко Суботић,0.0
1,Јовица Спасић,Горан Прунк,0.0
2,Владо Жарић,Горан Данчејић,0.5
2,Огњен Шобајић,Петар Спасић,0.0
2,Горан Прунк,Дејан Суботић,0.5
2,Милан Стефановић,Живка Радаковић,0.0
2,Марко Суботић,Nathan Main,0.0
2,Богдан Радаковић,Eric Main,1.0
2,Sagnik Sinha,Миле Стевановић,0.0
2,Влада Вуловић,Никола Данчејић,1.0
2,Eli Main,Павле Глишић,1.0
2,Непар,Јовица Спасић,0.0
3,Живка Радаковић,Петар Спасић,0.0
3,Горан Прунк,Владо Жарић,0.0
3,Горан Данчејић,Дејан Суботић,1.0
3,Миле Стевановић,Милан Стефановић,0.0
3,Богдан Радаковић,Nathan Main,1.0
3,Огњен Шобајић,Јовица Спасић,1.0
3,Марко Суботић,Eli Main,1.0
3,Влада Вуловић,Непар,1.0
3,Павле Глишић,Никола Данчејић,0.0
3,Sagnik Sinha,Eric Main,0.0
4,Владо Жарић,Петар Спасић,1.0
4,Милан Стефановић,Горан Данчејић,1.0
4,Живка Радаковић,Марко Суботић,1.0
4,Огњен Шобајић,Влада Вуловић,0.5
4,Дејан Суботић,Богдан Радаковић,0.0
4,Eric Main,Горан Прунк,0.0
4,Јовица Спасић,Nathan Main,1.0
4,Никола Данчејић,Eli Main,0.0
4,Павле Глишић,Миле Стевановић,0.0
4,Sagnik Sinha,Непар,1.0
5,Владо Жарић,Милан Стефановић,1.0
5,Петар Спасић,Богдан Радаковић,0.5
5,Горан Прунк,Живка Радаковић,1.0
5,Влада Вуловић,Горан Данчејић,0.0
5,Марко Суботић,Огњен Шобајић,0.0
5,Eli Main,Миле Стевановић,0.0
5,Дејан Суботић,Јовица Спасић,1.0
5,Nathan Main,Никола Данчејић,1.0
5,Непар,Eric Main,0.0
5,Павле Глишић,Sagnik Sinha,0.0
6,Богдан Радаковић,Владо Жарић,1.0
6,Горан Данчејић,Горан Прунк,1.0
6,Петар Спасић,Миле Стевановић,1.0
6,Живка Радаковић,Огњен Шобајић,0.0
6,Милан Стефановић,Влада Вуловић,0.5
6,Eli Main,Дејан Суботић,0.0
6,Eric Main,Марко Суботић,1.0
6,Јовица Спасић,Sagnik Sinha,1.0
6,Nathan Main,Павле Глишић,1.0
6,Никола Данчејић,Непар,1.0
7,Огњен Шобајић,Владо Жарић,0.5
7,Богдан Радаковић,Милан Стефановић,1.0
7,Горан Данчејић,Петар Спасић,0.0
7,Nathan Main,Горан Прунк,0.0
7,Дејан Суботић,Влада Вуловић,1.0
7,Јовица Спасић,Живка Радаковић,0.5
7,Миле Стевановић,Eric Main,1.0
7,Никола Данчејић,Марко Суботић,1.0
7,Sagnik Sinha,Eli Main,1.0
7,Павле Глишић,Непар,1.0
