1,Горан Данчејић,Владо Жарић,0.0
1,Миле Стевановић,Богдан Радаковић,0.0
1,Огњен Шобајић,Петар Спасић,0.0
1,Влада Вуловић,Милан Стефановић,0.0
1,Лана Парежанин,Дејан Суботић,0.0
1,Жељко Николичић,Никола Данчејић,1.0
1,Carson Fricke,Живка Радаковић,1.0
1,Павле Глишић,Алекса Миловановић,1.0
1,Јовица Спасић,Марко Суботић,0.0
1,Саша Јурић,Мила Жарић,1.0
2,Петар Спасић,Владо Жарић,0.5
2,Богдан Радаковић,Милан Стефановић,1.0
2,Дејан Суботић,Carson Fricke,0.0
2,Марко Суботић,Жељко Николичић,0.0
2,Саша Јурић,Павле Глишић,0.0
2,Миле Стевановић,Влада Вуловић,0.0
2,Горан Данчејић,Огњен Шобајић,1.0
2,Живка Радаковић,Лана Парежанин,0.0
2,Никола Данчејић,Алекса Миловановић,1.0
2,Мила Жарић,Јовица Спасић,0.0
3,Carson Fricke,Жељко Николичић,1.0
3,Богдан Радаковић,Павле Глишић,1.0
3,Владо Жарић,Марко Суботић,1.0
3,Милан Стефановић,Петар Спасић,0.0
3,Влада Вуловић,Дејан Суботић,0.0
3,Никола Данчејић,Лана Парежанин,1.0
3,Јовица Спасић,Саша Јурић,1.0
3,Алекса Миловановић,Горан Данчејић,0.0
3,Мила Жарић,Миле Стевановић,0.0
3,Огњен Шобајић,Живка Радаковић,1.0
4,Богдан Радаковић,Carson Fricke,1.0
4,Владо Жарић,Жељко Николичић,1.0
4,Петар Спасић,Дејан Суботић,1.0
4,Павле Глишић,Јовица Спасић,0.0
4,Марко Суботић,Горан Данчејић,0.0
4,Милан Стефановић,Никола Данчејић,0.5
4,Миле Стевановић,Огњен Шобајић,1.0
4,Влада Вуловић,Саша Јурић,1.0
4,Лана Парежанин,Мила Жарић,1.0
4,Живка Радаковић,Алекса Миловановић,1.0
5,Владо Жарић,Богдан Радаковић,1.0
5,Carson Fricke,Петар Спасић,0.0
5,Јовица Спасић,Горан Данчејић,0.0
5,Дејан Суботић,Никола Данчејић,0.0
5,Жељко Николичић,Влада Вуловић,0.0
5,Павле Глишић,Лана Парежанин,0.0
5,Милан Стефановић,Миле Стевановић,0.0
5,Марко Суботић,Саша Јурић,1.0
5,Алекса Миловановић,Огњен Шобајић,0.0
5,Мила Жарић,Живка Радаковић,0.0
6,Никола Данчејић,Владо Жарић,0.0
6,Петар Спасић,Богдан Радаковић,1.0
6,Горан Данчејић,Carson Fricke,1.0
6,Лана Парежанин,Миле Стевановић,0.0
6,Јовица Спасић,Влада Вуловић,0.0
6,Огњен Шобајић,Дејан Суботић,0.5
6,Жељко Николичић,Павле Глишић,1.0
6,Живка Радаковић,Марко Суботић,1.0
6,Саша Јурић,Милан Стефановић,0.0
6,Алекса Миловановић,Мила Жарић,1.0
7,Миле Стевановић,Владо Жарић,0.0
7,Петар Спасић,Горан Данчејић,1.0
7,Богдан Радаковић,Влада Вуловић,1.0
7,Carson Fricke,Никола Данчејић,1.0
7,Жељко Николичић,Јовица Спасић,0.5
7,Живка Радаковић,Милан Стефановић,0.0
7,Дејан Суботић,Павле Глишић,1.0
7,Саша Јурић,Огњен Шобајић,0.0
7,Мила Жарић,Марко Суботић,0.0
