1,Марко Лакић,Влада Вуловић,0.0
1,Владо Жарић,Милош Грујић (*),1.0
1,Војислав Кокеза,Богдан Радаковић,0.0
1,Бранислав Коледин,Горан Прунк,1.0
1,Огњен Шобајић,Милан Стефановић,0.5
1,Никола Рудић,Горан Данчејић,0.0
1,Јовица Спасић,Дејан Суботић,0.0
1,Звонко Николић,Петар Спасић,0.0
1,Непар,Саша Дожић,0.0
2,Влада Вуловић,Горан Данчејић,1.0
2,Дејан Суботић,Владо Жарић,0.0
2,Богдан Радаковић,Петар Спасић,1.0
2,Саша Дожић,Бранислав Коледин,0.0
2,Звонко Николић,Огњен Шобајић,0.0
2,Милан Стефановић,Никола Рудић,1.0
2,Јовица Спасић,Марко Лакић,1.0
2,Милош Грујић (*),Непар,1.0
2,Горан Прунк,Војислав Кокеза,0.0
3,Владо Жарић,Влада Вуловић,1.0
3,Богдан Радаковић,Бранислав Коледин,1.0
3,Милош Грујић (*),Огњен Шобајић,0.5
3,Горан Данчејић,Милан Стефановић,1.0
3,Саша Дожић,Дејан Суботић,0.0
3,Војислав Кокеза,Јовица Спасић,1.0
3,Петар Спасић,Никола Рудић,1.0
3,Горан Прунк,Звонко Николић,0.0
3,Непар,Марко Лакић,0.0
4,Владо Жарић,Богдан Радаковић,1.0
4,Влада Вуловић,Петар Спасић,0.0
4,Дејан Суботић,Бранислав Коледин,0.0
4,Огњен Шобајић,Војислав Кокеза,0.0
4,Горан Данчејић,Милош Грујић (*),1.0
4,Милан Стефановић,Саша Дожић,1.0
4,Звонко Николић,Јовица Спасић,1.0
4,Марко Лакић,Горан Прунк,0.0
4,Никола Рудић,Непар,1.0
5,Јовица Спасић,Владо Жарић,0.0
5,Богдан Радаковић,Горан Данчејић,1.0
5,Бранислав Коледин,Петар Спасић,0.0
5,Милан Стефановић,Звонко Николић,1.0
5,Влада Вуловић,Огњен Шобајић,1.0
5,Милош Грујић (*),Дејан Суботић,1.0
5,Саша Дожић,Горан Прунк,0.0
5,Никола Рудић,Марко Лакић,1.0
5,Непар,Војислав Кокеза,0.0
6,Петар Спасић,Владо Жарић,0.0
6,Милан Стефановић,Богдан Радаковић,0.0
6,Бранислав Коледин,Влада Вуловић,0.0
6,Горан Данчејић,Дејан Суботић,1.0
6,Јовица Спасић,Никола Рудић,1.0
6,Горан Прунк,Огњен Шобајић,0.0
6,Милош Грујић (*),Звонко Николић,0.0
6,Непар,Војислав Кокеза,0.0
6,Марко Лакић,Саша Дожић,1.0
