1,Влада Вуловић,Милан Стефановић,1.0
1,Далибор Марчета,Петар Спасић,0.0
1,Бранислав Коледин,Предраг Росо,1.0
1,Огњен Шобајић,Јовица Спасић,1.0
1,Мирко Спасојевић,Жељко Николичић,0.0
1,Аца Спасојевић,Дејан Суботић,0.0
1,Непар,Војислав Кокеза,0.0
2,Влада Вуловић,Огњен Шобајић,1.0
2,Жељко Николичић,Петар Спасић,0.0
2,Дејан Суботић,Бранислав Коледин,0.0
2,Јовица Спасић,Војислав Кокеза,1.0
2,Милан Стефановић,Мирко Спасојевић,1.0
2,Аца Спасојевић,Далибор Марчета,0.0
2,Предраг Росо,Непар,1.0
3,Петар Спасић,Влада Вуловић,0.5
3,Далибор Марчета,Бранислав Коледин,0.0
3,Предраг Росо,Огњен Шобајић,0.0
3,Јовица Спасић,Жељко Николичић,0.0
3,Војислав Кокеза,Дејан Суботић,0.0
3,Никола Рудић,Милан Стефановић,0.0
3,Мирко Спасојевић,Аца Спасојевић,1.0
4,Бранислав Коледин,Петар Спасић,0.0
4,Дејан Суботић,Влада Вуловић,0.0
4,Милан Стефановић,Огњен Шобајић,0.0
4,Жељко Николичић,Предраг Росо,1.0
4,Јовица Спасић,Мирко Спасојевић,1.0
4,Војислав Кокеза,Никола Рудић,1.0
4,Непар,Аца Спасојевић,0.0
5,Влада Вуловић,Бранислав Коледин,0.0
5,Петар Спасић,Огњен Шобајић,0.0
5,Милан Стефановић,Жељко Николичић,0.0
5,Дејан Суботић,Јовица Спасић,1.0
5,Аца Спасојевић,Војислав Кокеза,0.0
5,Мирко Спасојевић,Предраг Росо,0.5
5,Никола Рудић,Непар,1.0
6,Огњен Шобајић,Бранислав Коледин,0.0
6,Жељко Николичић,Влада Вуловић,0.0
6,Војислав Кокеза,Петар Спасић,0.0
6,Милан Стефановић,Дејан Суботић,0.0
6,Предраг Росо,Јовица Спасић,0.0
6,Непар,Мирко Спасојевић,0.0
6,Никола Рудић,Аца Спасојевић,0.0
7,Бранислав Коледин,Жељко Николичић,0.5
7,Војислав Кокеза,Влада Вуловић,0.0
7,Петар Спасић,Дејан Суботић,1.0
7,Огњен Шобајић,Мирко Спасојевић,1.0
7,Јовица Спасић,Аца Спасојевић,1.0
7,Непар,Милан Стефановић,0.0
7,Никола Рудић,Предраг Росо,0.0
